Date,Station Name,Type,Latitude,Longitude,System,Private Partner,Public Partner,Borough,Census Tract,Phase,Data Collected,Average Radius of Connection (ft),year
2015-07-01,65 Pl & Woodside Ave,Bike Share,40.74334,-73.89903,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Queens,NA,Queens - Long Island City,"Name, Email, Payment Information, Device Movements",30,2015
2021-03-01,E 157 St & River Ave,Bike Share,40.825737,-73.927311,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Bronx,NA,South Bronx Expansion,"Name, Email, Payment Information, Device Movements",30,2021
2015-07-01,20 Ave & 42 St,Bike Share,40.775415,-73.900063,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Queens,NA,Queens - Long Island City,"Name, Email, Payment Information, Device Movements",30,2015
2021-03-01,Franklin Ave & E 169 St,Bike Share,40.83171,-73.90208,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Bronx,NA,South Bronx Expansion,"Name, Email, Payment Information, Device Movements",30,2021
2015-07-01,81 St & 24 Ave,Bike Share,40.76466,-73.88803,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Queens,NA,Queens - Long Island City,"Name, Email, Payment Information, Device Movements",30,2015
2019-06-01,55 Ave & 97 Pl,Bike Share,40.73892,-73.86367,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Brooklyn,NA,Queens Central Expansion,"Name, Email, Payment Information, Device Movements",30,2019
2017-03-01,Matthews Ct & Coney Island Ave,Bike Share,40.64235,-73.96951,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Brooklyn,NA,Brooklyn Central Expansion,"Name, Email, Payment Information, Device Movements",30,2017
2019-06-01,103 St & 41 Ave,Bike Share,40.74875,-73.86285,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Queens,NA,Queens Central Expansion,"Name, Email, Payment Information, Device Movements",30,2019
2021-03-01,E Tremont Ave & E 176 St,Bike Share,40.847798,-73.901883,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Bronx,NA,South Bronx Expansion,"Name, Email, Payment Information, Device Movements",30,2021
2022-08-01,Aqueduct Ave & W 190 St,Bike Share,40.8649213,-73.9024238,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Bronx,NA,North Bronx Expansion,"Name, Email, Payment Information, Device Movements",30,2022
2013-05-27,Borden Ave & 25 St,Bike Share,40.7396139,-73.945151,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Manhattan,NA,NYC Launch - Lower Manhattan,"Name, Email, Payment Information, Device Movements",30,2013
2015-07-01,51 St & Queens Blvd,Bike Share,40.7429,-73.91395,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Queens,NA,Queens - Long Island City,"Name, Email, Payment Information, Device Movements",30,2015
2021-03-01,E 163 St & Union Ave,Bike Share,40.822545,-73.901824,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Bronx,NA,South Bronx Expansion,"Name, Email, Payment Information, Device Movements",30,2021
2017-03-01,Schenectady Ave & Maple St,Bike Share,40.66178,-73.93445,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Brooklyn,NA,Brooklyn Central Expansion,"Name, Email, Payment Information, Device Movements",30,2017
2017-03-01,Prospect Pl & Howard Ave,Bike Share,40.67261,-73.91977,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Brooklyn,NA,Brooklyn Central Expansion,"Name, Email, Payment Information, Device Movements",30,2017
2022-08-01,Crotona Ave & E 183 St,Bike Share,40.85157,-73.88475,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Bronx,NA,North Bronx Expansion,"Name, Email, Payment Information, Device Movements",30,2022
2021-03-01,Crotona Pkwy & Bronx Park S,Bike Share,40.84784,-73.883,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Bronx,NA,South Bronx Expansion,"Name, Email, Payment Information, Device Movements",30,2021
2018-01-01,57 St & 4 Ave,Bike Share,40.642622,-74.016866,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Brooklyn,NA,General Expansion,"Name, Email, Payment Information, Device Movements",30,2018
2019-06-01,99 St & 32 Ave,Bike Share,40.75896,-73.86976,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Queens,NA,Queens Central Expansion,"Name, Email, Payment Information, Device Movements",30,2019
2021-06-01,6 Ave & 60 St,Bike Share,40.638196,-74.013821,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Brooklyn,NA,Brooklyn Southern Expansion,"Name, Email, Payment Information, Device Movements",30,2021
2022-08-01,10 Ave & W 202 St,Bike Share,40.861281970751,-73.921417593956,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Bronx,NA,North Bronx Expansion,"Name, Email, Payment Information, Device Movements",30,2022
2019-06-01,Cabrini Blvd & W 177 St,Bike Share,40.848282,-73.941343,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Manhattan,NA,Upper Harlem/Washington Heights,"Name, Email, Payment Information, Device Movements",30,2019
2022-08-01,10 Ave & W 204 St,Bike Share,40.862638,-73.92006,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Bronx,NA,North Bronx Expansion,"Name, Email, Payment Information, Device Movements",30,2022
2022-08-01,W 204 St & Nagle Ave,Bike Share,40.863211,-73.920827,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Bronx,NA,North Bronx Expansion,"Name, Email, Payment Information, Device Movements",30,2022
2019-06-01,Benham St & Roosevelt Ave,Bike Share,40.74841,-73.8751,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Queens,NA,Queens Central Expansion,"Name, Email, Payment Information, Device Movements",30,2019
2022-08-01,Audubon Ave & Fort George Ave,Bike Share,40.857157813919,-73.927173614502,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Bronx,NA,North Bronx Expansion,"Name, Email, Payment Information, Device Movements",30,2022
2015-07-01,88 St & Astoria Blvd,Bike Share,40.76424,-73.8812,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Queens,NA,Queens - Long Island City,"Name, Email, Payment Information, Device Movements",30,2015
2017-03-01,Rogers Ave & Snyder Ave,Bike Share,40.64871,-73.95218,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Brooklyn,NA,Brooklyn Central Expansion,"Name, Email, Payment Information, Device Movements",30,2017
2018-08-01,Bergen St & Mother Gaston Blvd,Bike Share,40.67374,-73.90852,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Brooklyn,NA,Brooklyn Eastern Expansion,"Name, Email, Payment Information, Device Movements",30,2018
2017-03-01,Brooklyn Ave & Tilden Ave,Bike Share,40.64725,-73.94352,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Brooklyn,NA,Brooklyn Central Expansion,"Name, Email, Payment Information, Device Movements",30,2017
2019-06-01,87 St & Roosevelt Ave,Bike Share,40.74825,-73.87936,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Queens,NA,Queens Central Expansion,"Name, Email, Payment Information, Device Movements",30,2019
2021-03-01,Fulton Ave & E 168 St,Bike Share,40.830471,-73.904556,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Bronx,NA,South Bronx Expansion,"Name, Email, Payment Information, Device Movements",30,2021
2017-03-01,E 49 St & Church Ave,Bike Share,40.65182,-73.93135,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Brooklyn,NA,Brooklyn Central Expansion,"Name, Email, Payment Information, Device Movements",30,2017
2018-08-01,60 Pl & Bleecker St,Bike Share,40.71107,-73.903,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Brooklyn,NA,Brooklyn Eastern Expansion,"Name, Email, Payment Information, Device Movements",30,2018
2013-05-27,W 42 St & 6 Ave,Bike Share,40.7549698017547,-73.9846809605241,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Manhattan,NA,NYC Launch - Lower Manhattan,"Name, Email, Payment Information, Device Movements",30,2013
2018-08-01,Fulton St & Williams Ave,Bike Share,40.67709,-73.9008,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Brooklyn,NA,Brooklyn Eastern Expansion,"Name, Email, Payment Information, Device Movements",30,2018
2017-03-01,Park Pl & Thomas S. Boyland St,Bike Share,40.67154,-73.91433,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Brooklyn,NA,Brooklyn Central Expansion,"Name, Email, Payment Information, Device Movements",30,2017
2018-01-01,59 St & 5 Ave,Bike Share,40.640125,-74.015726,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Brooklyn,NA,General Expansion,"Name, Email, Payment Information, Device Movements",30,2018
2021-03-01,Webster Ave & E 166 St,Bike Share,40.828975,-73.911259,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Bronx,NA,South Bronx Expansion,"Name, Email, Payment Information, Device Movements",30,2021
2021-03-01,Walton Ave & E 168 St,Bike Share,40.83649,-73.918316,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Bronx,NA,South Bronx Expansion,"Name, Email, Payment Information, Device Movements",30,2021
2015-07-01,61 St & Borden Ave,Bike Share,40.72558,-73.90417,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Brooklyn,NA,Queens - Long Island City,"Name, Email, Payment Information, Device Movements",30,2015
2021-03-01,E 174 St & Longfellow Ave,Bike Share,40.836274,-73.884308,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Bronx,NA,South Bronx Expansion,"Name, Email, Payment Information, Device Movements",30,2021
2019-06-01,51 Ave & Van Loon St,Bike Share,40.73832,-73.87913,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Brooklyn,NA,Queens Central Expansion,"Name, Email, Payment Information, Device Movements",30,2019
2022-08-01,Davidson Ave & W Burnside Ave,Bike Share,40.853646,-73.908731,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Bronx,NA,North Bronx Expansion,"Name, Email, Payment Information, Device Movements",30,2022
2018-08-01,65 Ln & Metropolitan Ave,Bike Share,40.7123,-73.89397,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Brooklyn,NA,Brooklyn Eastern Expansion,"Name, Email, Payment Information, Device Movements",30,2018
2021-03-01,Anthony Ave & E 175 St,Bike Share,40.846465,-73.903869,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Bronx,NA,South Bronx Expansion,"Name, Email, Payment Information, Device Movements",30,2021
2017-09-01,Old Broadway & W 133 St,Bike Share,40.818212,-73.955277,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Manhattan,NA,Harlem Expansion,"Name, Email, Payment Information, Device Movements",30,2017
2013-05-27,W 35 St & Dyer Ave,Bike Share,40.754691750226,-73.9974018931389,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Manhattan,NA,NYC Launch - Lower Manhattan,"Name, Email, Payment Information, Device Movements",30,2013
2022-08-01,E 189 St & Bathgate Ave,Bike Share,40.85859,-73.88821,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Bronx,NA,North Bronx Expansion,"Name, Email, Payment Information, Device Movements",30,2022
2015-07-01,34 St & 35 Ave,Bike Share,40.7569332,-73.9262231,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Queens,NA,Queens - Long Island City,"Name, Email, Payment Information, Device Movements",30,2015
2021-03-01,Anthony Ave & E Tremont Ave,Bike Share,40.848793,-73.903178,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Bronx,NA,South Bronx Expansion,"Name, Email, Payment Information, Device Movements",30,2021
2022-08-01,Bainbridge Ave & E 193 St,Bike Share,40.8641547760593,-73.892452880543,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Bronx,NA,North Bronx Expansion,"Name, Email, Payment Information, Device Movements",30,2022
2017-03-01,Brooklyn Ave & Beverley Rd,Bike Share,40.64575,-73.94331,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Brooklyn,NA,Brooklyn Central Expansion,"Name, Email, Payment Information, Device Movements",30,2017
2018-08-01,59 St & 59 Rd,Bike Share,40.7179085273406,-73.908454477787,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Brooklyn,NA,Brooklyn Eastern Expansion,"Name, Email, Payment Information, Device Movements",30,2018
2022-08-01,W 233 St & Albany Crescent,Bike Share,40.87979,-73.90164,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Bronx,NA,North Bronx Expansion,"Name, Email, Payment Information, Device Movements",30,2022
2021-03-01,E 174 St & Walton Ave,Bike Share,40.844811,-73.912042,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Bronx,NA,South Bronx Expansion,"Name, Email, Payment Information, Device Movements",30,2021
2019-06-01,51 Ave & Junction Blvd,Bike Share,40.74087,-73.86772,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Queens,NA,Queens Central Expansion,"Name, Email, Payment Information, Device Movements",30,2019
2015-07-01,65 St & 35 Ave,Bike Share,40.75053,-73.8977,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Queens,NA,Queens - Long Island City,"Name, Email, Payment Information, Device Movements",30,2015
2021-03-01,Park Ave & E Tremont Ave,Bike Share,40.84731,-73.89981,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Bronx,NA,South Bronx Expansion,"Name, Email, Payment Information, Device Movements",30,2021
2022-08-01,Jerome Ave & W 184 St,Bike Share,40.860814,-73.902541,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Bronx,NA,North Bronx Expansion,"Name, Email, Payment Information, Device Movements",30,2022
2019-06-01,55 Ave & 90 St,Bike Share,40.73676,-73.87318,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Brooklyn,NA,Queens Central Expansion,"Name, Email, Payment Information, Device Movements",30,2019
2019-06-01,Butler St & 27 Ave,Bike Share,40.76521,-73.86483,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Queens,NA,Queens Central Expansion,"Name, Email, Payment Information, Device Movements",30,2019
2022-08-01,Eames Pl & Claflin Ave,Bike Share,40.8692,-73.90121,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Bronx,NA,North Bronx Expansion,"Name, Email, Payment Information, Device Movements",30,2022
2022-08-01,Crescent Ave & Belmont Ave,Bike Share,40.85391,-73.8866,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Bronx,NA,North Bronx Expansion,"Name, Email, Payment Information, Device Movements",30,2022
2022-08-01,E 182 St & Morris Ave,Bike Share,40.8567080183126,-73.9026528596878,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Bronx,NA,North Bronx Expansion,"Name, Email, Payment Information, Device Movements",30,2022
2022-08-01,Walton Ave & E 183 St,Bike Share,40.858472,-73.90266,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Bronx,NA,North Bronx Expansion,"Name, Email, Payment Information, Device Movements",30,2022
2015-07-01,57 St & 37 Ave,Bike Share,40.75048,-73.90513,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Queens,NA,Queens - Long Island City,"Name, Email, Payment Information, Device Movements",30,2015
2019-06-01,Jerome Ave & Ogden Ave,Bike Share,40.829797,-73.931015,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Manhattan,NA,Upper Harlem/Washington Heights,"Name, Email, Payment Information, Device Movements",30,2019
2015-07-01,58 St & 56 Dr,Bike Share,40.72419,-73.91244,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Brooklyn,NA,Queens - Long Island City,"Name, Email, Payment Information, Device Movements",30,2015
2021-03-01,Hunts Point Ave & Bryant Ave,Bike Share,40.813991,-73.8855,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Bronx,NA,South Bronx Expansion,"Name, Email, Payment Information, Device Movements",30,2021
2021-03-01,Willow Ave & E 133 St,Bike Share,40.800933,-73.913863,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Queens,NA,South Bronx Expansion,"Name, Email, Payment Information, Device Movements",30,2021
2021-03-01,College Ave & E 170 St,Bike Share,40.837576,-73.910489,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Bronx,NA,South Bronx Expansion,"Name, Email, Payment Information, Device Movements",30,2021
2022-08-01,Bailey Ave & W 193 St,Bike Share,40.87069,-73.90678,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Bronx,NA,North Bronx Expansion,"Name, Email, Payment Information, Device Movements",30,2022
2017-03-01,St Marks Ave & Thomas S. Boyland St,Bike Share,40.67313,-73.91387,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Brooklyn,NA,Brooklyn Central Expansion,"Name, Email, Payment Information, Device Movements",30,2017
2017-03-01,E 51 St & Linden Blvd,Bike Share,40.65399,-73.92967,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Brooklyn,NA,Brooklyn Central Expansion,"Name, Email, Payment Information, Device Movements",30,2017
2013-05-27,W 35 St & 9 Ave,Bike Share,40.7542558598817,-73.9964512332662,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Manhattan,NA,NYC Launch - Lower Manhattan,"Name, Email, Payment Information, Device Movements",30,2013
2021-03-01,Faile St & Garrison Ave,Bike Share,40.820578,-73.888271,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Bronx,NA,South Bronx Expansion,"Name, Email, Payment Information, Device Movements",30,2021
2022-08-01,E 187 St & 3 Ave,Bike Share,40.85724,-73.8909,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Bronx,NA,North Bronx Expansion,"Name, Email, Payment Information, Device Movements",30,2022
2022-08-01,Seaman Ave & Isham St,Bike Share,40.869898661940496,-73.9207631349564,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Bronx,NA,North Bronx Expansion,"Name, Email, Payment Information, Device Movements",30,2022
2015-09-21,65 St & 2 Ave,Bike Share,40.640493,-74.02564,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Jersey City/Hoboken,NA,Jersey City Launch,"Name, Email, Payment Information, Device Movements",30,2015
2021-03-01,Townsend Ave & E 175 St,Bike Share,40.847410000000004,-73.911359,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Bronx,NA,South Bronx Expansion,"Name, Email, Payment Information, Device Movements",30,2021
2021-06-01,63 St & 5 Ave,Bike Share,40.63766,-74.01782,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Brooklyn,NA,Brooklyn Southern Expansion,"Name, Email, Payment Information, Device Movements",30,2021
2021-03-01,Crotona Park East & E 173 St,Bike Share,40.837037,-73.890413,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Bronx,NA,South Bronx Expansion,"Name, Email, Payment Information, Device Movements",30,2021
2019-06-01,111 St & 37 Ave,Bike Share,40.75397,-73.85748,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Queens,NA,Queens Central Expansion,"Name, Email, Payment Information, Device Movements",30,2019
2022-08-01,Bailey Ave & W 229 St,Bike Share,40.87449,-73.90467,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Bronx,NA,North Bronx Expansion,"Name, Email, Payment Information, Device Movements",30,2022
2022-08-01,Van Cortlandt Park S & Dickinson Ave,Bike Share,40.88435,-73.88781,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Bronx,NA,North Bronx Expansion,"Name, Email, Payment Information, Device Movements",30,2022
2013-05-27,Shop Morgan,Bike Share,40.7098733394173,-73.9315938949585,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Manhattan,NA,NYC Launch - Lower Manhattan,"Name, Email, Payment Information, Device Movements",30,2013
2018-08-01,Eliot Ave & 60 Ln,Bike Share,40.71391,-73.90299,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Brooklyn,NA,Brooklyn Eastern Expansion,"Name, Email, Payment Information, Device Movements",30,2018
2022-08-01,Decatur Ave & Oliver Pl,Bike Share,40.867,-73.8857764,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Bronx,NA,North Bronx Expansion,"Name, Email, Payment Information, Device Movements",30,2022
2022-08-01,Marble Hill Ave & W 227 St,Bike Share,40.87655,-73.90941,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Bronx,NA,North Bronx Expansion,"Name, Email, Payment Information, Device Movements",30,2022
2018-08-01,Metropolitan Ave & 65 Ln,Bike Share,40.71225,-73.89111,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Brooklyn,NA,Brooklyn Eastern Expansion,"Name, Email, Payment Information, Device Movements",30,2018
2021-03-01,Washington Ave & E 174 St,Bike Share,40.843079,-73.900216,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Bronx,NA,South Bronx Expansion,"Name, Email, Payment Information, Device Movements",30,2021
2022-08-01,W 238 St & Tibbett Ave,Bike Share,40.88602,-73.90232,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Bronx,NA,North Bronx Expansion,"Name, Email, Payment Information, Device Movements",30,2022
2018-01-01,44 St & 3 Ave,Bike Share,40.651173,-74.011405,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Brooklyn,NA,General Expansion,"Name, Email, Payment Information, Device Movements",30,2018
2021-03-01,West Farms Rd & Boone Ave,Bike Share,40.8301283948092,-73.886302113533,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Bronx,NA,South Bronx Expansion,"Name, Email, Payment Information, Device Movements",30,2021
2015-07-01,57 Rd & 58 St,Bike Share,40.72235,-73.91215,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Brooklyn,NA,Queens - Long Island City,"Name, Email, Payment Information, Device Movements",30,2015
2015-09-21,Colonial Rd & Wakeman Pl,Bike Share,40.64067,-74.0294,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Jersey City/Hoboken,NA,Jersey City Launch,"Name, Email, Payment Information, Device Movements",30,2015
2021-03-01,Longfellow Ave & E 165 St,Bike Share,40.825322,-73.887729,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Bronx,NA,South Bronx Expansion,"Name, Email, Payment Information, Device Movements",30,2021
2019-06-01,Ditmars Blvd & 31 Dr,Bike Share,40.76138,-73.86035,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Queens,NA,Queens Central Expansion,"Name, Email, Payment Information, Device Movements",30,2019
2021-03-01,E 134 St & Walnut Ave,Bike Share,40.800425,-73.911034,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Queens,NA,South Bronx Expansion,"Name, Email, Payment Information, Device Movements",30,2021
2022-08-01,9 Ave & W 204 St,Bike Share,40.8616988350787,-73.9185570180416,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Bronx,NA,North Bronx Expansion,"Name, Email, Payment Information, Device Movements",30,2022
2021-03-01,Dawson St & Intervale Ave,Bike Share,40.819999,-73.897263,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Bronx,NA,South Bronx Expansion,"Name, Email, Payment Information, Device Movements",30,2021
2013-05-27,Pier 40 X2,Bike Share,40.7284868611738,-74.0116927132476,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Manhattan,NA,NYC Launch - Lower Manhattan,"Name, Email, Payment Information, Device Movements",30,2013
2022-08-01,Tibbett Ave & W 234 St,Bike Share,40.88324,-73.90587,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Bronx,NA,North Bronx Expansion,"Name, Email, Payment Information, Device Movements",30,2022
2022-08-01,Sedgwick Ave & Hall of Fame Terrace,Bike Share,40.859532,-73.913303,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Bronx,NA,North Bronx Expansion,"Name, Email, Payment Information, Device Movements",30,2022
2015-09-21,Hamilton Park,Bike Share,40.727595966,-74.044247311,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Jersey City/Hoboken,NA,Jersey City Launch,"Name, Email, Payment Information, Device Movements",30,2015
2015-09-21,Dey St,Bike Share,40.737711,-74.066921,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Jersey City/Hoboken,NA,Jersey City Launch,"Name, Email, Payment Information, Device Movements",30,2015
2015-09-21,8 St & Washington St,Bike Share,40.7459838829156,-74.0281990170479,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Jersey City/Hoboken,NA,Jersey City Launch,"Name, Email, Payment Information, Device Movements",30,2015
2015-09-21,14 St Ferry - 14 St & Shipyard Ln,Bike Share,40.752960630465,-74.0243527293205,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Jersey City/Hoboken,NA,Jersey City Launch,"Name, Email, Payment Information, Device Movements",30,2015
2015-09-21,Marin Light Rail,Bike Share,40.7145840353589,-74.0428170561791,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Jersey City/Hoboken,NA,Jersey City Launch,"Name, Email, Payment Information, Device Movements",30,2015
2015-09-21,Paulus Hook,Bike Share,40.7141454,-74.0335519,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Jersey City/Hoboken,NA,Jersey City Launch,"Name, Email, Payment Information, Device Movements",30,2015
2015-09-21,JC Medical Center,Bike Share,40.71539114317,-74.0496915578842,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Jersey City/Hoboken,NA,Jersey City Launch,"Name, Email, Payment Information, Device Movements",30,2015
2015-09-21,Morris Canal,Bike Share,40.7124188237569,-74.0385255217552,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Jersey City/Hoboken,NA,Jersey City Launch,"Name, Email, Payment Information, Device Movements",30,2015
2015-09-21,Riverview Park,Bike Share,40.7443187,-74.0439909,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Jersey City/Hoboken,NA,Jersey City Launch,"Name, Email, Payment Information, Device Movements",30,2015
2015-09-21,Exchange Pl,Bike Share,40.7163659618508,-74.034343957901,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Jersey City/Hoboken,NA,Jersey City Launch,"Name, Email, Payment Information, Device Movements",30,2015
2015-09-21,City Hall - Washington St & 1 St,Bike Share,40.73736,-74.03097,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Jersey City/Hoboken,NA,Jersey City Launch,"Name, Email, Payment Information, Device Movements",30,2015
2015-09-21,12 St & Sinatra Dr N,Bike Share,40.750604142369,-74.0240201354027,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Jersey City/Hoboken,NA,Jersey City Launch,"Name, Email, Payment Information, Device Movements",30,2015
2015-09-21,Essex Light Rail,Bike Share,40.7127742,-74.0364857,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Jersey City/Hoboken,NA,Jersey City Launch,"Name, Email, Payment Information, Device Movements",30,2015
2015-09-21,City Hall,Bike Share,40.7177325,-74.043845,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Jersey City/Hoboken,NA,Jersey City Launch,"Name, Email, Payment Information, Device Movements",30,2015
2015-09-21,Clinton St & Newark St,Bike Share,40.73743,-74.03571,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Jersey City/Hoboken,NA,Jersey City Launch,"Name, Email, Payment Information, Device Movements",30,2015
2015-09-21,Jersey & 3rd,Bike Share,40.7233315864644,-74.0459525585174,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Jersey City/Hoboken,NA,Jersey City Launch,"Name, Email, Payment Information, Device Movements",30,2015
2015-09-21,Communipaw & Berry Lane,Bike Share,40.7143583687043,-74.0666109323502,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Jersey City/Hoboken,NA,Jersey City Launch,"Name, Email, Payment Information, Device Movements",30,2015
2015-09-21,Adams St & 12 St,Bike Share,40.751889392240706,-74.0332916274853,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Jersey City/Hoboken,NA,Jersey City Launch,"Name, Email, Payment Information, Device Movements",30,2015
